;Frechet distance;Metabolite;Vendor-defined super-pathway;Vendor-defined sub-pathway;Fluid;Platform;KEGG;HMDB;ID;labels
153;1,0497;1-dihomo-linoleoyl-GPC (20:2)*;Lipids;Lysolipid;Plasma;Metabolon HD4 [nt-ms];NA;HMDB10392;1090508;1-dihomo-linoleoyl-GPC (20:2)* [P, nt-ms]
154;1,0592;3-(cystein-S-yl)acetaminophen*;Xenobiotics;Drug;Urine;Metabolon HD4 [nt-ms];NA;NA;2091103;3-(cystein-S-yl)acetaminophen* [U, nt-ms]
155;1,0593;4-vinylphenol sulfate;Xenobiotics;Benzoate Metabolism;Urine;Metabolon HD4 [nt-ms];C05627;HMDB04072;2090641;4-vinylphenol sulfate [U, nt-ms]
156;1,062;gamma-glutamylglutamine;Peptides;Gamma-glutamyl Amino Acid;Plasma;Metabolon HD4 [nt-ms];C05283;HMDB11738;1090787;gamma-glutamylglutamine [P, nt-ms]
157;1,0623;hydroquinone sulfate;Xenobiotics;Drug;Plasma;Metabolon HD4 [nt-ms];C00530;HMDB02434;1090841;hydroquinone sulfate [P, nt-ms]
158;1,0665;3,5-dihydroxybenzoic acid;Xenobiotics;Food Component/Plant;Urine;Metabolon HD4 [nt-ms];NA;HMDB13677;2091107;3,5-dihydroxybenzoic acid [U, nt-ms]
159;1,0726;o-cresol sulfate;Amino Acids;Phenylalanine and Tyrosine Metabolism;Urine;Metabolon HD4 [nt-ms];NA;NA;2090952;o-cresol sulfate [U, nt-ms]
160;1,0764;thymol sulfate;Xenobiotics;Food Component/Plant;Plasma;Metabolon HD4 [nt-ms];C09908;HMDB01878;1091049;thymol sulfate [P, nt-ms]
161;1,0768;catechol sulfate;Xenobiotics;Benzoate Metabolism;Plasma;Metabolon HD4 [nt-ms];C00090;HMDB59724;1090725;catechol sulfate [P, nt-ms]
162;1,0789;lysoPC a C16:0;Lipids;Lysophospholipids;Plasma;Biocrates p150 [t-ms];C04230;HMDB10382;1010150;lysoPC a C16:0 [P, t-ms]
163;1,0792;17alpha-hydroxypregnanolone glucuronide;Lipids;Steroid;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090496;17alpha-hydroxypregnanolone glucuronide [P, nt-ms]
164;1,0794;glycerophosphoglycerol;Lipids;Glycerolipid Metabolism;Urine;Metabolon HD4 [nt-ms];C03274;NA;2091200;glycerophosphoglycerol [U, nt-ms]
165;1,0795;gamma-glutamylphenylalanine;Peptides;Gamma-glutamyl Amino Acid;Urine;Metabolon HD4 [nt-ms];NA;HMDB00594;2090793;gamma-glutamylphenylalanine [U, nt-ms]
166;1,0804;4-allylphenol sulfate;Xenobiotics;Food Component/Plant;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090624;4-allylphenol sulfate [P, nt-ms]
167;1,083;methyl glucopyranoside (alpha + beta);Xenobiotics;Food Component/Plant;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090888;methyl glucopyranoside (alpha + beta) [P, nt-ms]
168;1,0838;7-ketodeoxycholate;Lipids;Secondary Bile Acid Metabolism;Urine;Metabolon HD4 [nt-ms];NA;HMDB00391;2091154;7-ketodeoxycholate [U, nt-ms]
169;1,0852;theophylline;Xenobiotics;Xanthine Metabolism;Urine;Metabolon HD4 [nt-ms];C07130;HMDB01889;2091045;theophylline [U, nt-ms]
170;1,0862;daidzein sulfate (2);Xenobiotics;Food Component/Plant;Urine;Metabolon HD4 [nt-ms];NA;NA;2091177;daidzein sulfate (2) [U, nt-ms]
171;1,0881;betonicine;Xenobiotics;Food Component/Plant;Plasma;Metabolon HD4 [nt-ms];C08269;HMDB29412;1090707;betonicine [P, nt-ms]
172;1,0887;PC ae C34:2;Lipids;Acylalkylphosphatidylcholines;Plasma;Biocrates p150 [t-ms];NA;HMDB11151;1010120;PC ae C34:2 [P, t-ms]
173;1,0901;N-acetylalanine;Amino Acids;Alanine and Aspartate Metabolism;Urine;Metabolon HD4 [nt-ms];C02847;HMDB00766;2090910;N-acetylalanine [U, nt-ms]
174;1,0964;1-methylguanidine;Amino Acids;Guanidino and Acetamido Metabolism;Urine;Metabolon HD4 [nt-ms];C02294;HMDB01522;2090523;1-methylguanidine [U, nt-ms]
175;1,0966;3,4-dihydroxyphenylacetate sulfate;Amino Acids;Phenylalanine and Tyrosine Metabolism;Urine;Metabolon HD4 [nt-ms];NA;NA;2091106;3,4-dihydroxyphenylacetate sulfate [U, nt-ms]
176;1,0976;N-methylproline;Amino Acids;"Urea cycle; Arginine and Proline Metabolism";Urine;Metabolon HD4 [nt-ms];NA;NA;2090946;N-methylproline [U, nt-ms]
177;1,1039;tryptophan;Amino Acids;Tryptophan Metabolism;Plasma;Biocrates p150 [t-ms];C00078;HMDB00929;1010077;tryptophan [P, t-ms]
178;1,1051;threonine;Amino Acids;Glycine, Serine and Threonine Metabolism;Plasma;Biocrates p150 [t-ms];C00188;HMDB00167;1010076;threonine [P, t-ms]
179;1,1096;lysoPC a C16:1;Lipids;Lysophospholipids;Plasma;Biocrates p150 [t-ms];C04230;HMDB10383;1010151;lysoPC a C16:1 [P, t-ms]
180;1,114;4-acetamidophenylglucuronide;Xenobiotics;Drug;Plasma;Metabolon HD4 [nt-ms];NA;HMDB10316;1090621;4-acetamidophenylglucuronide [P, nt-ms]
181;1,1153;methylsuccinoylcarnitine (1);Amino Acids;Leucine, Isoleucine and Valine Metabolism;Urine;Metabolon HD4 [nt-ms];NA;NA;2090893;methylsuccinoylcarnitine (1) [U, nt-ms]
182;1,1195;1-palmitoyl-GPE (16:0);Lipids;Lysolipid;Plasma;Metabolon HD4 [nt-ms];NA;HMDB11503;1090538;1-palmitoyl-GPE (16:0) [P, nt-ms]
183;1,1227;galactitol (dulcitol);Carbohydrates;Fructose, Mannose and Galactose Metabolism;Urine;Metabolon HD4 [nt-ms];C01697;HMDB00107;2091195;galactitol (dulcitol) [U, nt-ms]
184;1,127;syringol sulfate;Xenobiotics;Food Component/Plant;Urine;Metabolon HD4 [nt-ms];NA;NA;2091284;syringol sulfate [U, nt-ms]
185;1,1316;homoserine;Amino Acids;Glycine, Serine and Threonine Metabolism;Urine;Metabolon HD4 [nt-ms];C00263;HMDB00719;2091210;homoserine [U, nt-ms]
186;1,1328;PC ae C34:0;Lipids;Acylalkylphosphatidylcholines;Plasma;Biocrates p150 [t-ms];NA;HMDB13405;1010118;PC ae C34:0 [P, t-ms]
187;1,1337;PC aa C36:6;Lipids;Diacylphosphatidylcholines;Plasma;Biocrates p150 [t-ms];C00157;HMDB07892;1010097;PC aa C36:6 [P, t-ms]
188;1,1353;N2,N5-diacetylornithine;Amino Acids;"Urea cycle; Arginine and Proline Metabolism";Urine;Metabolon HD4 [nt-ms];NA;NA;2090901;N2,N5-diacetylornithine [U, nt-ms]
189;1,1373;M27;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080374;M27 [BA, PTRMS]
190;1,1414;homocarnosine;Peptides;Dipeptide Derivative;Urine;Metabolon HD4 [nt-ms];C00884;HMDB00745;2091208;homocarnosine [U, nt-ms]
191;1,1431;anthranilate;Amino Acids;Tryptophan Metabolism;Plasma;Metabolon HD4 [nt-ms];C00108;HMDB01123;1090693;anthranilate [P, nt-ms]
192;1,1479;O-methylcatechol sulfate;Xenobiotics;Benzoate Metabolism;Urine;Metabolon HD4 [nt-ms];NA;NA;2090958;O-methylcatechol sulfate [U, nt-ms]
193;1,1483;N-acetylthreonine;Amino Acids;Glycine, Serine and Threonine Metabolism;Urine;Metabolon HD4 [nt-ms];NA;NA;2090935;N-acetylthreonine [U, nt-ms]
194;1,1515;choline phosphate;Lipids;Phospholipid Metabolism;Urine;Metabolon HD4 [nt-ms];C00588;HMDB01565;2090731;choline phosphate [U, nt-ms]
195;1,1529;1,3,7-trimethylurate;Xenobiotics;Xanthine Metabolism;Urine;Metabolon HD4 [nt-ms];C16361;HMDB02123;2090484;1,3,7-trimethylurate [U, nt-ms]
196;1,1533;serine;Amino Acids;Glycine, Serine and Threonine Metabolism;Plasma;Metabolon HD4 [nt-ms];C00065;HMDB00187;1091014;serine [P, nt-ms]
197;1,1561;tyramine O-sulfate;Amino Acids;Phenylalanine and Tyrosine Metabolism;Urine;Metabolon HD4 [nt-ms];NA;HMDB06409;2091059;tyramine O-sulfate [U, nt-ms]
198;1,1574;pro-hydroxy-pro;Amino Acids;"Urea cycle; Arginine and Proline Metabolism";Urine;Metabolon HD4 [nt-ms];NA;HMDB06695;2090992;pro-hydroxy-pro [U, nt-ms]
199;1,1577;Low Density Lipoprotein D (particlesize = 22-25 nm);Lipids;Lipoprotein;Plasma;numares (Lipofit) [NMR];NA;NA;1070021;Low Density Lipoprotein D (particlesize = 22-25 nm) [P, NMR]
200;1,1591;M34;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080381;M34 [BA, PTRMS]
201;1,162;O-methylcatechol sulfate;Xenobiotics;Benzoate Metabolism;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090958;O-methylcatechol sulfate [P, nt-ms]
202;1,1678;3-ethylphenylsulfate;Xenobiotics;Benzoate Metabolism;Urine;Metabolon HD4 [nt-ms];C14386;NA;2091109;3-ethylphenylsulfate [U, nt-ms]
203;1,1688;4-hydroxyhippurate;Xenobiotics;Benzoate Metabolism;Plasma;Metabolon HD4 [nt-ms];NA;HMDB13678;1090634;4-hydroxyhippurate [P, nt-ms]
204;1,1699;methyl indole-3-acetate;Xenobiotics;Food Component/Plant;Plasma;Metabolon HD4 [nt-ms];NA;HMDB29738;1090889;methyl indole-3-acetate [P, nt-ms]
205;1,1702;deoxycholic acid sulfate;Lipids;Secondary Bile Acid Metabolism;Urine;Metabolon HD4 [nt-ms];NA;NA;2091180;deoxycholic acid sulfate [U, nt-ms]
206;1,1704;benzene-1,2,3-triol;Xenobiotics;Benzoate Metabolism;Urine;Metabolon HD4 [nt-ms];NA;NA;2091166;benzene-1,2,3-triol [U, nt-ms]
207;1,1705;5-hydroxylysine;Amino Acids;Lysine Metabolism;Plasma;Metabolon HD4 [nt-ms];C16741;HMDB00450;1090662;5-hydroxylysine [P, nt-ms]
208;1,171;1-methylhistidine;Amino Acids;Histidine Metabolism;Urine;Metabolon HD4 [nt-ms];C01152;HMDB00001;2090524;1-methylhistidine [U, nt-ms]
209;1,1721;allantoic acid;Nucleotides;Purine Metabolism, (Hypo)Xanthine/Inosine containing;Urine;Metabolon HD4 [nt-ms];C00499;HMDB01209;2091157;allantoic acid [U, nt-ms]
210;1,1724;N2,N5-diacetylornithine;Amino Acids;"Urea cycle; Arginine and Proline Metabolism";Plasma;Metabolon HD4 [nt-ms];NA;NA;1090901;N2,N5-diacetylornithine [P, nt-ms]
211;1,1726;1-stearoyl-GPC (18:0);Lipids;Lysolipid;Plasma;Metabolon HD4 [nt-ms];NA;HMDB10384;1090543;1-stearoyl-GPC (18:0) [P, nt-ms]
212;1,1743;gamma-glutamylglutamate;Peptides;Gamma-glutamyl Amino Acid;Plasma;Metabolon HD4 [nt-ms];C05282;HMDB11737;1090786;gamma-glutamylglutamate [P, nt-ms]
213;1,176;cotinine;Xenobiotics;Tobacco Metabolite;Plasma;Metabolon HD4 [nt-ms];NA;HMDB01046;1090740;cotinine [P, nt-ms]
214;1,1774;benzoylcarnitine*;Xenobiotics;Chemical;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090703;benzoylcarnitine* [P, nt-ms]
215;1,1802;phosphate;Energy;Oxidative Phosphorylation;Urine;Metabolon HD4 [nt-ms];C00009;HMDB01429;2090981;phosphate [U, nt-ms]
216;1,1814;betonicine;Xenobiotics;Food Component/Plant;Urine;Metabolon HD4 [nt-ms];C08269;HMDB29412;2090707;betonicine [U, nt-ms]
217;1,1815;4-acetaminophen sulfate;Xenobiotics;Drug;Plasma;Metabolon HD4 [nt-ms];C06804;HMDB59911;1090622;4-acetaminophen sulfate [P, nt-ms]
218;1,1821;cinnamoylglycine;Xenobiotics;Food Component/Plant;Plasma;Metabolon HD4 [nt-ms];NA;HMDB11621;1090732;cinnamoylglycine [P, nt-ms]
219;1,1823;phosphoethanolamine;Lipids;Phospholipid Metabolism;Urine;Metabolon HD4 [nt-ms];C00346;HMDB00224;2090982;phosphoethanolamine [U, nt-ms]
220;1,1824;1-palmitoleoyl-GPC (16:1)*;Lipids;Lysolipid;Plasma;Metabolon HD4 [nt-ms];NA;HMDB10383;1090535;1-palmitoleoyl-GPC (16:1)* [P, nt-ms]
221;1,1841;glycerol 3-phosphate;Lipids;Glycerolipid Metabolism;Urine;Metabolon HD4 [nt-ms];C00093;HMDB00126;2090811;glycerol 3-phosphate [U, nt-ms]
222;1,1846;N-methylpipecolate;Xenobiotics;Chemical;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090945;N-methylpipecolate [P, nt-ms]
223;1,1867;glycerophosphoethanolamine;Lipids;Phospholipid Metabolism;Urine;Metabolon HD4 [nt-ms];C01233;HMDB00114;2090812;glycerophosphoethanolamine [U, nt-ms]
224;1,1873;gamma-glutamylhistidine;Peptides;Gamma-glutamyl Amino Acid;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090789;gamma-glutamylhistidine [P, nt-ms]
225;1,1903;chiro-inositol;Lipids;Inositol Metabolism;Urine;Metabolon HD4 [nt-ms];C19891;HMDB34220;2091171;chiro-inositol [U, nt-ms]
226;1,191;saccharin;Xenobiotics;Food Component/Plant;Urine;Metabolon HD4 [nt-ms];D01085;HMDB29723;2091272;saccharin [U, nt-ms]
227;1,1936;gamma-glutamyl-epsilon-lysine;Peptides;Gamma-glutamyl Amino Acid;Urine;Metabolon HD4 [nt-ms];NA;HMDB03869;2090785;gamma-glutamyl-epsilon-lysine [U, nt-ms]
228;1,1941;asparagine;Amino Acids;Alanine and Aspartate Metabolism;Plasma;Metabolon HD4 [nt-ms];C00152;HMDB00168;1090699;asparagine [P, nt-ms]
229;1,1947;lysoPC a C17:0;Lipids;Lysophospholipids;Plasma;Biocrates p150 [t-ms];C04230;HMDB12108;1010152;lysoPC a C17:0 [P, t-ms]
230;1,1961;cholate;Lipids;Primary Bile Acid Metabolism;Plasma;Metabolon HD4 [nt-ms];C00695;HMDB00619;1090728;cholate [P, nt-ms]
231;1,1971;N-acetylhistidine;Amino Acids;Histidine Metabolism;Urine;Metabolon HD4 [nt-ms];C02997;HMDB32055;2090924;N-acetylhistidine [U, nt-ms]
232;1,1971;gamma-glutamylglycine;Peptides;Gamma-glutamyl Amino Acid;Urine;Metabolon HD4 [nt-ms];NA;HMDB11667;2090788;gamma-glutamylglycine [U, nt-ms]
233;1,1984;1-stearoyl-GPE (18:0);Lipids;Lysolipid;Plasma;Metabolon HD4 [nt-ms];NA;HMDB11130;1090544;1-stearoyl-GPE (18:0) [P, nt-ms]
234;1,2002;tryptamine;Amino Acids;Tryptophan Metabolism;Urine;Metabolon HD4 [nt-ms];C00398;HMDB00303;2091293;tryptamine [U, nt-ms]
235;1,2027;2-palmitoyl-GPE (16:0)*;Lipids;Lysolipid;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090578;2-palmitoyl-GPE (16:0)* [P, nt-ms]
236;1,2059;tryptophan;Amino Acids;Tryptophan Metabolism;Plasma;Metabolon HD4 [nt-ms];C00078;HMDB00929;1091057;tryptophan [P, nt-ms]
237;1,206;4-acetamidophenol;Xenobiotics;Drug;Urine;Metabolon HD4 [nt-ms];C06804;HMDB01859;2090620;4-acetamidophenol [U, nt-ms]
238;1,2065;isoeugenol sulfate;Xenobiotics;Food Component/Plant;Urine;Metabolon HD4 [nt-ms];NA;NA;2090859;isoeugenol sulfate [U, nt-ms]
239;1,2068;PC aa C32:3;Lipids;Diacylphosphatidylcholines;Plasma;Biocrates p150 [t-ms];C00157;HMDB07876;1010086;PC aa C32:3 [P, t-ms]
240;1,2156;indoleacetate;Amino Acids;Tryptophan Metabolism;Plasma;Metabolon HD4 [nt-ms];C00954;HMDB00197;1090850;indoleacetate [P, nt-ms]
241;1,2197;3-(3-hydroxyphenyl)propionate;Amino Acids;Phenylalanine and Tyrosine Metabolism;Urine;Metabolon HD4 [nt-ms];C11457;HMDB00375;2090582;3-(3-hydroxyphenyl)propionate [U, nt-ms]
242;1,2227;3-methoxytyramine sulfate;Amino Acids;Phenylalanine and Tyrosine Metabolism;Urine;Metabolon HD4 [nt-ms];NA;NA;2091125;3-methoxytyramine sulfate [U, nt-ms]
243;1,2247;3-ureidopropionate;Nucleotides;Pyrimidine Metabolism, Uracil containing;Plasma;Metabolon HD4 [nt-ms];C02642;HMDB00026;1090618;3-ureidopropionate [P, nt-ms]
244;1,225;caffeine;Xenobiotics;Xanthine Metabolism;Plasma;Metabolon HD4 [nt-ms];C07481;HMDB01847;1090717;caffeine [P, nt-ms]
245;1,2266;N-methylproline;Amino Acids;"Urea cycle; Arginine and Proline Metabolism";Plasma;Metabolon HD4 [nt-ms];NA;NA;1090946;N-methylproline [P, nt-ms]
246;1,2312;chylomicrons quantity;Lipids;Lipoprotein;Plasma;numares (Lipofit) [NMR];NA;NA;1070001;chylomicrons quantity [P, NMR]
247;1,2342;citrulline;Amino Acids;"Urea cycle; Arginine and Proline Metabolism";Urine;Metabolon HD4 [nt-ms];C00327;HMDB00904;2090736;citrulline [U, nt-ms]
248;1,2345;beta-alanine;Nucleotides;Pyrimidine Metabolism, Uracil containing;Plasma;Metabolon HD4 [nt-ms];C00099;HMDB00056;1090704;beta-alanine [P, nt-ms]
249;1,2348;arabitol/xylitol;Carbohydrates;Pentose Metabolism;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090695;arabitol/xylitol [P, nt-ms]
250;1,2351;1-margaroyl-GPC (17:0);Lipids;Lysolipid;Plasma;Metabolon HD4 [nt-ms];C04230;HMDB12108;1090521;1-margaroyl-GPC (17:0) [P, nt-ms]
251;1,2371;N-acetylserine;Amino Acids;Glycine, Serine and Threonine Metabolism;Plasma;Metabolon HD4 [nt-ms];NA;HMDB02931;1090933;N-acetylserine [P, nt-ms]
252;1,2398;deoxycholate;Lipids;Secondary Bile Acid Metabolism;Plasma;Metabolon HD4 [nt-ms];C04483;HMDB00626;1090756;deoxycholate [P, nt-ms]
253;1,2412;1,5-anhydroglucitol (1,5-AG);Carbohydrates;Glycolysis, Gluconeogenesis, and Pyruvate Metabolism;Urine;Metabolon HD4 [nt-ms];C07326;HMDB02712;2090486;1,5-anhydroglucitol (1,5-AG) [U, nt-ms]
254;1,2453;4-methylcatechol sulfate;Xenobiotics;Benzoate Metabolism;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090640;4-methylcatechol sulfate [P, nt-ms]
255;1,2536;1-palmitoyl-GPC (16:0);Lipids;Lysolipid;Plasma;Metabolon HD4 [nt-ms];NA;HMDB10382;1090537;1-palmitoyl-GPC (16:0) [P, nt-ms]
256;1,2551;sulforaphane-N-acetyl-cysteine;Xenobiotics;Food Component/Plant;Urine;Metabolon HD4 [nt-ms];NA;NA;2091282;sulforaphane-N-acetyl-cysteine [U, nt-ms]
257;1,2564;serine;Amino Acids;Glycine, Serine and Threonine Metabolism;Plasma;Biocrates p150 [t-ms];C00065;HMDB00187;1010075;serine [P, t-ms]
258;1,2569;PC ae C36:3;Lipids;Acylalkylphosphatidylcholines;Plasma;Biocrates p150 [t-ms];NA;HMDB13429;1010124;PC ae C36:3 [P, t-ms]
259;1,2586;PC ae C34:3;Lipids;Acylalkylphosphatidylcholines;Plasma;Biocrates p150 [t-ms];NA;HMDB11211;1010121;PC ae C34:3 [P, t-ms]
260;1,2601;1-(1-enyl-palmitoyl)-GPC (P-16:0)*;Lipids;Lysoplasmalogen;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090480;1-(1-enyl-palmitoyl)-GPC (P-16:0)* [P, nt-ms]
261;1,2604;guanidinoacetate;Amino Acids;Creatine Metabolism;Urine;Metabolon HD4 [nt-ms];C00581;HMDB00128;2090829;guanidinoacetate [U, nt-ms]
262;1,2607;enterolactone;Xenobiotics;Food Component/Plant;Urine;Metabolon HD4 [nt-ms];NA;NA;2091188;enterolactone [U, nt-ms]
263;1,262;M21;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080373;M21 [BA, PTRMS]
264;1,2637;gamma-glutamyltyrosine;Peptides;Gamma-glutamyl Amino Acid;Urine;Metabolon HD4 [nt-ms];NA;HMDB11741;2090796;gamma-glutamyltyrosine [U, nt-ms]
265;1,2646;ursodeoxycholate;Lipids;Secondary Bile Acid Metabolism;Plasma;Metabolon HD4 [nt-ms];C07880;HMDB00946;1091065;ursodeoxycholate [P, nt-ms]
266;1,2683;N6,N6,N6-trimethyllysine;Amino Acids;Lysine Metabolism;Urine;Metabolon HD4 [nt-ms];C03793;HMDB01325;2090903;N6,N6,N6-trimethyllysine [U, nt-ms]
267;1,2712;uridine;Nucleotides;Pyrimidine Metabolism, Uracil containing;Plasma;Metabolon HD4 [nt-ms];C00299;HMDB00296;1091064;uridine [P, nt-ms]
268;1,2713;O-sulfo-L-tyrosine;Xenobiotics;Chemical;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090962;O-sulfo-L-tyrosine [P, nt-ms]
269;1,2715;alanine;Amino Acids;Alanine and Aspartate Metabolism;Urine;Chenomx [NMR];C00041;HMDB00161;2070033;alanine [U, NMR]
270;1,2757;2-piperidinone;Xenobiotics;Food Component/Plant;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090579;2-piperidinone [P, nt-ms]
271;1,2761;cinnamoylglycine;Xenobiotics;Food Component/Plant;Urine;Metabolon HD4 [nt-ms];NA;HMDB11621;2090732;cinnamoylglycine [U, nt-ms]
272;1,2771;1-(1-enyl-palmitoyl)-GPE (P-16:0)*;Lipids;Lysoplasmalogen;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090481;1-(1-enyl-palmitoyl)-GPE (P-16:0)* [P, nt-ms]
273;1,2785;piperidine;Xenobiotics;Food Component/Plant;Urine;Metabolon HD4 [nt-ms];C01746;HMDB34301;2091260;piperidine [U, nt-ms]
274;1,2793;eugenol sulfate;Xenobiotics;Food Component/Plant;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090775;eugenol sulfate [P, nt-ms]
275;1,2794;cotinine N-oxide;Xenobiotics;Tobacco Metabolite;Urine;Metabolon HD4 [nt-ms];NA;HMDB01411;2090741;cotinine N-oxide [U, nt-ms]
276;1,2808;4-hydroxyphenylpyruvate;Amino Acids;Phenylalanine and Tyrosine Metabolism;Urine;Metabolon HD4 [nt-ms];C01179;HMDB00707;2090637;4-hydroxyphenylpyruvate [U, nt-ms]
277;1,281;kynurenine;Amino Acids;Tryptophan Metabolism;Plasma;Metabolon HD4 [nt-ms];C00328;HMDB00684;1090866;kynurenine [P, nt-ms]
278;1,2834;gamma-glutamylleucine;Peptides;Gamma-glutamyl Amino Acid;Urine;Metabolon HD4 [nt-ms];NA;HMDB11171;2090791;gamma-glutamylleucine [U, nt-ms]
279;1,2845;palmitic amide;Lipids;Fatty Acid, Amide;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090964;palmitic amide [P, nt-ms]
280;1,286;M29;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080376;M29 [BA, PTRMS]
281;1,2886;homovanillate sulfate;Amino Acids;Phenylalanine and Tyrosine Metabolism;Urine;Metabolon HD4 [nt-ms];NA;HMDB11719;2091212;homovanillate sulfate [U, nt-ms]
282;1,2892;glycerophosphoinositol*;Lipids;Phospholipid Metabolism;Urine;Metabolon HD4 [nt-ms];NA;NA;2091201;glycerophosphoinositol* [U, nt-ms]
283;1,2919;4-vinylguaiacol sulfate;Xenobiotics;Food Component/Plant;Urine;Metabolon HD4 [nt-ms];NA;NA;2091144;4-vinylguaiacol sulfate [U, nt-ms]
284;1,2941;pristanate;Lipids;Fatty Acid, Branched;Plasma;Metabolon HD4 [nt-ms];NA;HMDB00795;1090991;pristanate [P, nt-ms]
285;1,2987;M32;Unknowns;Unknown;Breath air;In-house PTR-MS [PTRMS];NA;NA;4080379;M32 [BA, PTRMS]
286;1,3001;cortisone;Lipids;Steroid;Plasma;Metabolon HD4 [nt-ms];C00762;HMDB02802;1090739;cortisone [P, nt-ms]
287;1,3009;17alpha-hydroxypregnenolone sulfate;Lipids;Steroid;Plasma;Metabolon HD4 [nt-ms];NA;HMDB00416;1090497;17alpha-hydroxypregnenolone sulfate [P, nt-ms]
288;1,3024;3-hydroxyphenylacetate sulfate;Amino Acids;Phenylalanine and Tyrosine Metabolism;Urine;Metabolon HD4 [nt-ms];NA;NA;2091118;3-hydroxyphenylacetate sulfate [U, nt-ms]
289;1,3025;indoleacetylalanine;Xenobiotics;Food Component/Plant;Urine;Metabolon HD4 [nt-ms];NA;NA;2091214;indoleacetylalanine [U, nt-ms]
290;1,3081;2-methoxyacetaminophen sulfate*;Xenobiotics;Drug;Urine;Metabolon HD4 [nt-ms];NA;NA;2091095;2-methoxyacetaminophen sulfate* [U, nt-ms]
291;1,3093;S-methylcysteine;Amino Acids;Methionine, Cysteine, SAM and Taurine Metabolism;Plasma;Metabolon HD4 [nt-ms];NA;HMDB02108;1091016;S-methylcysteine [P, nt-ms]
292;1,3118;sulfate*;Xenobiotics;Chemical;Urine;Metabolon HD4 [nt-ms];C00059;HMDB01448;2091031;sulfate* [U, nt-ms]
293;1,3159;4-androsten-3beta,17beta-diol monosulfate (2);Lipids;Steroid;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090630;4-androsten-3beta,17beta-diol monosulfate (2) [P, nt-ms]
294;1,3159;butyrylcarnitine;Lipids;Fatty Acid Metabolism (also BCAA Metabolism);Plasma;Metabolon HD4 [nt-ms];C02862;HMDB02013;1090715;butyrylcarnitine [P, nt-ms]
295;1,3181;homoarginine;Amino Acids;"Urea cycle; Arginine and Proline Metabolism";Urine;Metabolon HD4 [nt-ms];C01924;HMDB00670;2090837;homoarginine [U, nt-ms]
296;1,319;N2,N2-dimethylguanosine;Nucleotides;Purine Metabolism, Guanine containing;Plasma;Metabolon HD4 [nt-ms];NA;HMDB04824;1090900;N2,N2-dimethylguanosine [P, nt-ms]
297;1,3195;gamma-glutamylisoleucine*;Peptides;Gamma-glutamyl Amino Acid;Urine;Metabolon HD4 [nt-ms];NA;HMDB11170;2090790;gamma-glutamylisoleucine* [U, nt-ms]
298;1,3199;1-palmityl-GPC (O-16:0);Lipids;Lyso-phospho-ether;Plasma;Metabolon HD4 [nt-ms];NA;NA;1090541;1-palmityl-GPC (O-16:0) [P, nt-ms]
299;1,3209;homostachydrine*;Xenobiotics;Food Component/Plant;Plasma;Metabolon HD4 [nt-ms];C08283;HMDB33433;1090839;homostachydrine* [P, nt-ms]
300;1,323;ribitol;Carbohydrates;Pentose Metabolism;Plasma;Metabolon HD4 [nt-ms];C00474;HMDB00508;1091006;ribitol [P, nt-ms]
301;1,3242;1-kestose;Xenobiotics;Food Component/Plant;Urine;Metabolon HD4 [nt-ms];C03661;HMDB11729;2091077;1-kestose [U, nt-ms]
302;1,3251;propionylglycine;Lipids;Fatty Acid Metabolism (also BCAA Metabolism);Plasma;Metabolon HD4 [nt-ms];NA;HMDB00783;1090996;propionylglycine [P, nt-ms]
303;1,3255;glycolate (hydroxyacetate);Xenobiotics;Chemical;Urine;Metabolon HD4 [nt-ms];C00160;HMDB00115;2091202;glycolate (hydroxyacetate) [U, nt-ms]
304;1,3264;PC aa C32:0;Lipids;Diacylphosphatidylcholines;Plasma;Biocrates p150 [t-ms];C00157;HMDB00564;1010083;PC aa C32:0 [P, t-ms]
305;1,3281;nicotinamide riboside;Cofactors and Vitamins;Nicotinate and Nicotinamide Metabolism;Plasma;Metabolon HD4 [nt-ms];C03150;HMDB00855;1090943;nicotinamide riboside [P, nt-ms]
