metabolite,biochemical,platform_name,id,fluid,matched,name,sid,chebi,swisslipids,hmdb,lipidmaps,pubchem,chebi_name,swisslipids_name,hmdb_name,lipidmaps_name,IUPAC,InchiKey,chebi_synonyms,swisslipids_synonyms,lipidmaps_synonyms
"""1-linoleoyl-GPC (18:2)""","""1-linoleoyl-GPC (18:2)""","""Metabolon HD4 [nt-ms]""","""34419 LC/MS Pos Late""","""plasma""",true,"[""1-linoleoyl-GPC (18:2)""]","[""34419_lcmsneg"", ""34419_lcmspos"", ""34419_lcmsposlate""]","[""CHEBI:28733""]","[""SLM:000020756""]","[""HMDB0010386""]","[""LMGP01050035""]","[""11005824""]","[""1-linoleoyl-sn-glycero-3-phosphocholine""]","[""1-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine""]","[""LysoPC(18:2(9Z,12Z)/0:0)""]","[""PC(18:2(9Z,12Z)/0:0)""]","[""(2R)-2-hydroxy-3-[(9Z,12Z)-octadeca-9,12-dienoyloxy]propyl 2-(trimethylazaniumyl)ethyl phosphate""]","[""SPJFYYJXNPEZDW-FTJOPAKQSA-N""]","[""1-linoleoyl-sn-glycero-3-phosphocholine"", [""1-Linoleoylglycerophosphocholine"", ""1-Linoleoyl-sn-glycero-3-phosphocholine"", ""LyPC(18:2)"", ""LysoPC(18:2n6/0:0)"", ""LysoPC(18:2/0:0)"", ""LysoPC(18:2)"", ""LysoPC(18:2omega6/0:0)"", ""LyPC(18:2n6/0:0)"", ""LPC(18:2n6/0:0)"", ""1-(9Z,12Z-octadecadienoyl)-glycero-3-phosphocholine"", ""Lysophosphatidylcholine(18:2omega6/0:0)"", ""LyPC(18:2omega6/0:0)"", ""LPC(18:2/0:0)"", ""Lysophosphatidylcholine(18:2n6/0:0)"", ""LPC(18:2)"", ""Lysophosphatidylcholine(18:2)"", ""Lysophosphatidylcholine(18:2/0:0)"", ""LPC(18:2omega6/0:0)"", ""1-18:2-lysoPC"", ""1-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine"", ""(2R)-2-hydroxy-3-[(9Z,12Z)-octadeca-9,12-dienoyloxy]propyl 2-(trimethylammonio)ethyl phosphate"", ""(2R)-2-hydroxy-3-[(9Z,12Z)-octadeca-9,12-dienoyloxy]propyl 2-(trimethylazaniumyl)ethyl phosphate"", ""1-Linoleoyl-glycero-3-phosphocholine"", ""lysophosphatidylcholine(18:2(9Z,12Z)/0:0)"", ""LysoPC 18:2(9Z,12Z)/0:0"", ""PC 18:2(9Z,12Z)/0:0"", ""LPC 18:2(9Z,12Z)/0:0"", ""LysoPC(18:2(9Z,12Z)/0:0)"", ""1-(9Z,12Z)-octadecadienoyl-sn-glycero-3-phosphocholine"", ""PC(18:2(9Z,12Z)/0:0)"", ""1-Linoleoylglycerophosphocholine"", ""1-linoleoyl-GPC"", ""1-linoleoyl-GPC (18:2)"", ""GPC(18:2)"", ""GPC(18:2/0:0)""]]","[""1-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine""]","[""PC(18:2(9Z,12Z)/0:0)"", ""LPC(18:2/0:0); 18:2 LYSO-PC; 1-linoleoyl-phosphatidylcholine; 1-Linoleoyl-sn-glycero-3-phosphorylcholine; PC(18:2/0:0); LPC(18:2)""]"
"""1-linoleoyl-GPE (18:2)*""","""1-linoleoyl-GPE (18:2)*""","""Metabolon HD4 [nt-ms]""","""36600 LC/MS Pos Late""","""plasma""",true,"[""1-linoleoyl-GPE (18:2)*""]","[""36600_lcmsposlate""]","[""CHEBI:131744""]","[""SLM:000094830""]","[""HMDB0011507""]",[],[],"[""lysophosphatidylethanolamine (18:2/0:0)""]","[""Phosphatidylethanolamine (18:2/0:0)""]","[""LysoPE(18:2(9Z,12Z)/0:0)""]",[],[],[],"[""lysophosphatidylethanolamine (18:2/0:0)"", [""PE(18:2/0:0)"", ""LPE(18:2/0:0)""]]","[""Phosphatidylethanolamine (18:2/0:0)""]",[]
"""1-linoleoyl-GPI (18:2)*""","""1-linoleoyl-GPI (18:2)*""","""Metabolon HD4 [nt-ms]""","""36594 LC/MS Neg""","""plasma""",true,"[""1-linoleoylglycerophosphoinositol*""]","[""36594_lcmsneg""]","[""CHEBI:166932""]","[""SLM:000105358""]","[""HMDB0240597""]",[],[],"[""lysophosphatidylinositol 18:2""]","[""Phosphatidylinositol (18:2/0:0)""]","[""LysoPI(18:2(9Z,12Z)/0:0)""]",[],[],[],"[""lysophosphatidylinositol 18:2"", [""LPI(18:2)"", ""LysoPI(18:2)"", ""LPI 18:2"", ""LysoPI 18:2""]]","[""Phosphatidylinositol (18:2/0:0)""]",[]
"""1-linoleoylglycerol (18:2)""","""1-linoleoylglycerol (18:2)""","""Metabolon HD4 [nt-ms]""","""27447 LC/MS Neg""","""plasma""",true,"[""1-linoleoylglycerol (18:2)""]","[""27447_lcmsneg""]","[""CHEBI:75561"", ""CHEBI:75568""]","[""SLM:000117218""]","[""HMDB0011568"", ""HMDB0242115""]","[""LMGL01010006""]","[""6436630"", ""5283469""]","[""1-linoleoyl-sn-glycerol"", ""1-monolinolein""]","[""1-(9Z,12Z-octadecadienoyl)-sn-glycerol""]","[""MG(18:2(9Z,12Z)/0:0/0:0)"", ""Glyceryl monolinoleate""]","[""MG(18:2(9Z,12Z)/0:0/0:0)[rac]""]","[""(2S)-2,3-dihydroxypropyl (9Z,12Z)-octadeca-9,12-dienoate"", ""2,3-dihydroxypropyl (9Z,12Z)-octadeca-9,12-dienoate""]","[""WECGLUPZRHILCT-GSNKCQISSA-N"", ""WECGLUPZRHILCT-HZJYTTRNSA-N""]","[""1-linoleoyl-sn-glycerol"", ""1-monolinolein"", [""1-(9Z,12Z)-octadecadienoyl-sn-glycerol"", ""sn-1-monolinoleoylglycerol"", ""MG (18:2(n-6)/0:0/0:0)"", ""1-linoleoyl-sn-monoglyceride"", ""(2S)-2,3-dihydroxypropyl (9Z,12Z)-octadeca-9,12-dienoate"", ""(S)-1-monolinolein"", ""(S)-1-O-linoleoylglycerol"", ""1-(9Z,12Z-octadecadienoyl)-sn-glycerol""], [""2,3-dihydroxypropyl (9Z,12Z)-octadeca-9,12-dienoate"", ""1-monolinolein"", ""monolinolein"", ""octadeca-9,12-dienoic acid-(2,3-dihydroxy-propyl ester)"", ""Glycerol 1-monolinolate"", ""2,3-Dihydroxypropyl linoleate"", ""1-Linoleylglycerol"", ""alpha-Glyceryl linoleate"", ""1-(9Z,12Z-octadecadienoyl)-glycerol"", ""1-Linoleoylglycerol""]]","[""1-(9Z,12Z-octadecadienoyl)-sn-glycerol""]","[""MG(18:2(9Z,12Z)/0:0/0:0)[rac]"", ""MG(18:2/0:0/0:0)[rac]; MG(18:2)""]"
"""1-margaroyl-GPC (17:0)""","""1-margaroyl-GPC (17:0)""","""Metabolon HD4 [nt-ms]""","""44682 LC/MS Pos Late""","""plasma""",true,"[""1-margaroylglycerophosphocholine (17:0)"", ""1-margaroyl-GPC (17:0)""]","[""44682_lcmspos"", ""44682_lcmsposlate""]","[""CHEBI:74340""]","[""SLM:000088331""]","[""HMDB0012108""]","[""LMGP01050024""]","[""24779463""]","[""1-heptadecanoyl-sn-glycero-3-phosphocholine""]","[""Phosphatidylcholine (17:0/0:0)""]","[""LysoPC(17:0/0:0)""]","[""PC(17:0/0:0)""]","[""(2R)-3-(heptadecanoyloxy)-2-hydroxypropyl 2-(trimethylammonio)ethyl phosphate""]","[""SRRQPVVYXBTRQK-XMMPIXPASA-N""]","[""1-heptadecanoyl-sn-glycero-3-phosphocholine"", [""(2R)-3-(heptadecanoyloxy)-2-hydroxypropyl 2-(trimethylammonio)ethyl phosphate"", ""1-heptadecanoyl-sn-glycero-3-phosphocholine"", ""LPC (17:0/0:0)"", ""lysophosphatidylcholine(17:0/0:0)"", ""1-Heptadecanoyl-glycero-3-phosphocholine"", ""PC(17:0/0:0)"", ""PC 17:0/0:0"", ""LysoPC(17:0/0:0)"", ""LPC 17:0/0:0"", ""LysoPC 17:0/0:0"", ""Lysophosphatidylcholine(17:0)"", ""LPC(17:0/0:0)"", ""1-heptadecanoyl-sn-glycero-3-phosphocholine"", ""1-margaroyl-GPC (17:0)"", ""GPC(17:0)"", ""1-margaroyl-GPC""]]","[""Phosphatidylcholine (17:0/0:0)""]","[""PC(17:0/0:0)"", ""LPC(17:0)""]"
"""1-meadoyl-GPC (20:3n9)*""","""1-meadoyl-GPC (20:3n9)*""","""Metabolon HD4 [nt-ms]""","""52736 LC/MS Neg""","""plasma""",true,"[""1-meadoyl-GPC (20:3n9)*""]","[""52736_unknown"", ""52736_lcmsneg""]","[""CHEBI:64488""]","[""SLM:000088981""]","[""HMDB0010393"", ""HMDB0010394""]",[],[],"[""lysophosphatidylcholine 20:3/0:0""]","[""Phosphatidylcholine (20:3/0:0)""]","[""LysoPC(20:3(5Z,8Z,11Z)/0:0)"", ""LysoPC(20:3(8Z,11Z,14Z)/0:0)""]",[],[],[],"[""lysophosphatidylcholine 20:3/0:0"", [""LysoPC(20:3/0:0)"", ""LyPC(20:3/0:0)"", ""LPC(20:3/0:0)"", ""lysophosphatidylcholine(20:3/0:0)"", ""PC 20:3/0:0""]]","[""Phosphatidylcholine (20:3/0:0)""]",[]
"""1-methylguanidine""","""1-methylguanidine""","""Metabolon HD4 [nt-ms]""","""48114 LC/MS Pos Early""","""plasma""",true,"[""1-methylguanidine""]","[""48114_unknown"", ""48114_lcmsposearly""]","[""CHEBI:16628""]",[],"[""HMDB0001522""]",[],"[""10111""]","[""methylguanidine""]",[],"[""Methylguanidine""]",[],"[""1-methylguanidine""]","[""CHJJGSNFBQVOTG-UHFFFAOYSA-N""]","[""methylguanidine"", [""Methylguanidine"", ""1-methylguanidine"", ""1-METHYLGUANIDINE"", ""Methylguanidin"", ""monomethylguanidine"", ""N-methylguanidine"", ""Monomethyl guanidin"", ""N1-Methylguanidine"", ""MGX""]]",[],[]
"""1-methylhistidine""","""1-methylhistidine""","""Metabolon HD4 [nt-ms]""","""30460 LC/MS Pos Early""","""plasma""",true,"[""1-methylhistidine""]","[""30460_lcmsneg"", ""30460_lcmsposearly""]","[""CHEBI:70958""]",[],"[""HMDB0000001""]",[],[],"[""1-methylhistidine""]",[],"[""1-Methylhistidine""]",[],"[""2-amino-3-(1-methyl-1H-imidazol-4-yl)propanoic acid""]","[""BRMWTNUJHUMWMS-UHFFFAOYSA-N""]","[""1-methylhistidine"", [""1-methylhistidine"", ""2-amino-3-(1-methyl-1H-imidazol-4-yl)propanoic acid"", ""1-methyl-DL-histidine""]]",[],[]
"""1-methylimidazoleacetate""","""1-methylimidazoleacetate""","""Metabolon HD4 [nt-ms]""","""32350 LC/MS Pos Early""","""plasma""",true,"[""1-methyl-4-imidazoleacetate"", ""1-methylimidazoleacetate""]","[""32350_lcmsposearly"", ""32350_lcmspos""]","[""CHEBI:1606""]",[],"[""HMDB0002820""]",[],"[""75810""]","[""1-methyl-4-imidazoleacetic acid""]",[],"[""Methylimidazoleacetic acid""]",[],"[""(1-methyl-1H-imidazol-4-yl)acetic acid""]","[""ZHCKPJGJQOPTLB-UHFFFAOYSA-N""]","[""1-methyl-4-imidazoleacetic acid"", [""Methylimidazoleacetic acid"", ""Tele-methylimidazoleacetic acid"", ""(1-methyl-1H-imidazol-4-yl)acetic acid"", ""1,4-methyl-imidazoleacetic acid"", ""Methylimidazoleacetate"", ""1-Methylimidazole-4-acetate""]]",[],[]
"""1-methylnicotinamide""","""1-methylnicotinamide""","""Metabolon HD4 [nt-ms]""","""27665 LC/MS Pos Early""","""plasma""",true,"[""1-methylnicotinamide""]","[""27665_lcmspos"", ""27665_lcmsposearly""]","[""CHEBI:16797""]",[],"[""HMDB0000699""]",[],"[""457""]","[""1-methylnicotinamide""]",[],"[""1-Methylnicotinamide""]",[],"[""3-carbamoyl-1-methylpyridinium""]","[""LDHMAVIPBRSVRG-UHFFFAOYSA-O""]","[""1-methylnicotinamide"", [""1-Methylnicotinamide"", ""3-carbamoyl-1-methylpyridinium"", ""N(1)-Methylnicotinamide"", ""3-(aminocarbonyl)-1-methylpyridinium"", ""Trigonellinamide"", ""1-methylnicotinamide"", ""1-methylnicotinamide cation"", ""N-1-methylnicotinamide"", ""N(1)-methylnicotinamide"", ""3-carbamoyl-1-methylpyridin-1-ium"", ""1-methyl nicotinamide""]]",[],[]
"""1-methylurate""","""1-methylurate""","""Metabolon HD4 [nt-ms]""","""34395 LC/MS Pos Early""","""plasma""",true,"[""1-methylurate""]","[""34395_lcmsneg"", ""34395_lcmspos"", ""34395_lcmsposearly""]","[""CHEBI:68441""]",[],"[""HMDB0003099""]",[],"[""69726""]","[""1-methyluric acid""]",[],"[""1-Methyluric acid""]",[],"[""1-methyl-7,9-dihydro-1H-purine-2,6,8(3H)-trione""]","[""QFDRTQONISXGJA-UHFFFAOYSA-N""]","[""1-methyluric acid"", [""1-methyl-7,9-dihydro-1H-purine-2,6,8(3H)-trione""]]",[],[]
"""1-methylxanthine""","""1-methylxanthine""","""Metabolon HD4 [nt-ms]""","""34389 LC/MS Neg""","""plasma""",true,"[""1-methylxanthine""]","[""34389_lcmsneg"", ""34389_lcmspos""]","[""CHEBI:68443""]",[],"[""HMDB0010738""]",[],[],"[""1-methylxanthine""]",[],"[""1-Methylxanthine""]",[],[],[],"[""1-methylxanthine"", [""1-methylxanthines""]]",[],[]
"""1-myristoyl-GPC (14:0)""","""1-myristoyl-GPC (14:0)""","""Metabolon HD4 [nt-ms]""","""45453 LC/MS Pos Late""","""plasma""",true,"[""1-myristoylglycerophosphocholine (14:0)"", ""1-myristoyl-GPC (14:0)""]","[""45453_lcmspos"", ""45453_lcmsposlate""]","[""CHEBI:64489""]",[],"[""HMDB0010379""]","[""LMGP01050012""]","[""460604""]","[""1-myristoyl-sn-glycero-3-phosphocholine""]",[],"[""LysoPC(14:0/0:0)""]","[""PC(14:0/0:0)""]","[""(2R)-2-hydroxy-3-(tetradecanoyloxy)propyl 2-(trimethylammonio)ethyl phosphate""]","[""VXUOFDJKYGDUJI-OAQYLSRUSA-N""]","[""1-myristoyl-sn-glycero-3-phosphocholine"", [""LPC(14:0/0:0)"", ""1-myristoyl-glycero-3-phosphocholine"", ""LyPC(14:0/0:0)"", ""1-tetradecanoyl-sn-glycero-3-phosphocholine"", ""LysoPC(14:0/0:0)"", ""PC(14:0/0:0)"", ""(2R)-2-hydroxy-3-(tetradecanoyloxy)propyl 2-(trimethylammonio)ethyl phosphate"", ""Lysophosphatidylcholine(14:0/0:0)"", ""1-tetradecanoyl-sn-glycero-3-phosphocholine"", ""LyPC(14:0)"", ""LPC(14:0)"", ""1-C14:0-lysophosphatidylcholine betaine"", ""1-myristoyl-sn-glycero-3-phosphocholine betaine"", ""1-tetradecanoyl-sn-glycero-3-phosphocholine betaine""]]",[],"[""PC(14:0/0:0)"", ""1-Myristoyl-L-alpha-phosphorylcholine; 1-Myristoyl-sn-glycero-3-phosphatidylcholine; 1-Myristoyl-sn-glycero-3-phosphocholine; 1-Tetradecanoyl-sn-glycero-3-phosphorylcholine; L-alpha-Myristoyllysophosphatidylcholine; Myristoyl L-alpha-lysolecithin; Myristoyl L-alpha-lysophosphatidylcholine; LPC(14:0); LPC(14:0)""]"
"""1-nonadecanoyl-GPC (19:0)""","""1-nonadecanoyl-GPC (19:0)""","""Metabolon HD4 [nt-ms]""","""47087 LC/MS Pos Late""","""plasma""",true,"[""1-nonadecanoylglycerophosphocholine(19:0)"", ""1-nonadecanoyl-GPC (19:0)""]","[""47087_lcmspos"", ""47087_lcmsposlate""]","[""CHEBI:131989""]","[""SLM:000020768""]",[],[],[],"[""1-nonadecanoyl-sn-glycero-3-phosphocholine""]","[""1-nonadecanoyl-sn-glycero-3-phosphocholine""]",[],[],"[""(2R)-2-hydroxy-3-(nonadecanoyloxy)propyl 2-(trimethylazaniumyl)ethyl phosphate""]","[""WYIMORDZGCUBAA-AREMUKBSSA-N""]","[""1-nonadecanoyl-sn-glycero-3-phosphocholine"", [""PC(19:0/0:0)"", ""(2R)-2-hydroxy-3-(nonadecanoyloxy)propyl 2-(trimethylazaniumyl)ethyl phosphate"", ""GPC(19:0)"", ""1-nonadecanoyl-GPC"", ""LPC(19:0/0:0)"", ""GPC(19:0/0:0)"", ""1-nonadecanoyl-GPC (19:0)"", ""PC(19:0)"", ""lysophosphatidylcholine (19:0/0:0)"", ""1-nonadecanoyl-sn-glycero-3-phosphocholine""]]","[""1-nonadecanoyl-sn-glycero-3-phosphocholine"", ""1-nonadecanoyl-sn-glycero-3-phosphocholine""]",[]
"""1-oleoyl-GPC (18:1)""","""1-oleoyl-GPC (18:1)""","""Metabolon HD4 [nt-ms]""","""48258 LC/MS Pos Late""","""plasma""",true,"[""1-oleoyl-GPC (18:1)"", ""1-oleoylglycerophosphocholine (18:1)""]","[""48258_lcmsposlate"", ""48258_lcmspos"", ""48258_lcmsneg""]","[""CHEBI:28610""]","[""SLM:000389824""]","[""HMDB0002815""]","[""LMGP01050032""]","[""16081932""]","[""1-O-oleoyl-sn-glycero-3-phosphocholine""]","[""1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine""]","[""LysoPC(18:1(9Z)/0:0)""]","[""PC(18:1(9Z)/0:0)""]","[""(2R)-2-hydroxy-3-[(9Z)-octadec-9-enoyloxy]propyl 2-(trimethylammonio)ethyl phosphate""]","[""YAMUFBLWGFFICM-PTGWMXDISA-N""]","[""1-O-oleoyl-sn-glycero-3-phosphocholine"", [""1-Oleoylglycerophosphocholine"", ""(2R)-2-hydroxy-3-[(9Z)-octadec-9-enoyloxy]propyl 2-(trimethylammonio)ethyl phosphate"", ""1-O-oleoyl-sn-glycero-3-phosphocholine"", ""1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine"", ""1-Oleoyl-sn-glycero-3-phosphorylcholine"", ""PC(18:1(9Z)/0:0)"", ""lysophosphatidylcholine(18:1(9Z)/0:0)"", ""LPC(18:1(9Z)/0:0)"", ""LysoPC 18:1(9Z)/0:0"", ""LysoPC(18:1(9Z)/0:0)"", ""PC 18:1(9Z)/0:0"", ""LPC 18:1(9Z)/0:0"", ""3-Oleoyl-rac-glycerol-1-phosphorylcholine"", ""1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine"", ""1-oleoyl-2-hydroxy-sn-glycero-3-phosphocholine"", ""LPC 18:1"", ""lysophosphatidylcholine 18:1""]]","[""1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine""]","[""PC(18:1(9Z)/0:0)"", ""Choline, phosphate 3-ester with 1-monoolein, L-;1-O-Oleoyl-sn-glycero-3-phosphocholine; 1-Oleoyl-sn-glycero-3-phosphorylcholine; PC(18:1/0:0); LPC(18:1)""]"
"""1-oleoyl-GPE (18:1)""","""1-oleoyl-GPE (18:1)""","""Metabolon HD4 [nt-ms]""","""35628 LC/MS Pos Late""","""plasma""",true,"[""1-oleoyl-GPE (18:1)""]","[""35628_lcmsneg"", ""35628_lcmsposlate""]","[""CHEBI:60287"", ""CHEBI:75168""]","[""SLM:000030158""]","[""HMDB0011506""]","[""LMGP02050004""]","[""9547071""]","[""1-oleoyl phosphatidylethanolamine"", ""1-oleoyl-sn-glycero-3-phosphoethanolamine""]","[""1-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine""]","[""LysoPE(18:1(9Z)/0:0)""]","[""PE(18:1(9Z)/0:0)""]","[""(2R)-3-{[(2-aminoethoxy)(hydroxy)phosphoryl]oxy}-2-hydroxypropyl (9Z)-octadec-9-enoate""]","[""PYVRVRFVLRNJLY-KTKRTIGZSA-N"", ""PYVRVRFVLRNJLY-MZMPXXGTSA-N""]","[""1-oleoyl phosphatidylethanolamine"", ""1-oleoyl-sn-glycero-3-phosphoethanolamine"", [""monooleoylphosphatidylethanolamine"", ""1-oleoylphosphatidylethanolamine"", ""MOPE"", ""monooleoyl phosphatidylethanolamine""], [""1-(9Z)-octadecenoyl-sn-glycero-3-phosphoethanolamine"", ""1-C18:1(omega-9)-lysophosphatidylethanolamine"", ""1-18:1-lysoPE"", ""1-18:1-lysophosphatidylethanolamine"", ""PE(18:1/0:0)"", ""PE(18:1(9Z)/0:0)"", ""1-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine"", ""Lyso-PE(18:1)"", ""LysoPE(18:1/0:0)"", ""LysoPE(18:1omega9/0:0)"", ""LysoPE(18:1)"", ""(9Z-octadecenoyl)-lysophosphatidylethanolamine"", ""Lysophosphatidylethanolamine(18:1omega9/0:0)"", ""LPE(18:1)"", ""Lysophosphatidylethanolamine(18:1)"", ""Lysophosphatidylethanolamine(18:1/0:0)"", ""LysoPE(18:1(9Z)/0:0)"", ""LPE(18:1omega9/0:0)"", ""Lyso-PE(18:1/0:0)"", ""Lyso-PE(18:1omega9/0:0)"", ""LPE(18:1/0:0)"", ""(2R)-3-{[(2-aminoethoxy)(hydroxy)phosphoryl]oxy}-2-hydroxypropyl (9Z)-octadec-9-enoate""]]","[""1-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine""]","[""PE(18:1(9Z)/0:0)"", ""9-Octadecenoic acid (Z)-, 3-[[(2-aminoethoxy)hydroxyphosphinyl]oxy]-2-hydroxypropyl ester, (R)-; PE(18:1/0:0); LPE(18:1); LPE(18:1)""]"
"""1-oleoyl-GPG (18:1)*""","""1-oleoyl-GPG (18:1)*""","""Metabolon HD4 [nt-ms]""","""45968 LC/MS Neg""","""plasma""",true,"[""1-oleoyl-GPG (18:1)*""]","[""45968_lcmsneg""]","[""CHEBI:136219""]","[""SLM:000101069""]",[],[],[],"[""lysophosphatidylglycerol 18:1/0:0""]","[""Phosphatidylglycerol (18:1/0:0)""]",[],[],[],[],"[""lysophosphatidylglycerol 18:1/0:0"", [""LPG(18:1/0:0)"", ""PG(18:1/0:0)""]]","[""Phosphatidylglycerol (18:1/0:0)""]",[]
"""1-oleoyl-GPI (18:1)*""","""1-oleoyl-GPI (18:1)""","""Metabolon HD4 [nt-ms]""","""36602 LC/MS Neg""","""plasma""",true,"[""1-oleoyl-GPI (18:1)*""]","[""36602_lcmsneg""]","[""CHEBI:82753""]","[""SLM:000043026""]","[""HMDB0061693""]","[""LMGP06050005""]","[""42607496""]","[""1-oleoyl-sn-glycero-3-phospho-D-myo-inositol""]","[""1-(9Z-octadecenoyl)-sn-glycero-3-phospho-1D-myo-inositol""]","[""LysoPI(18:1(9Z)/0:0)""]","[""PI(18:1(9Z)/0:0)""]",[],"[""UGDOFRYHDCDVHD-FRWBGTIISA-N""]","[""1-oleoyl-sn-glycero-3-phospho-D-myo-inositol"", [""1-(9Z)-octadecenoyl-sn-glycero-3-phospho-D-myo-inositol"", ""PI(18:1/0:0)"", ""1-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-myo-inositol)"", ""PI(18:1(9Z)/0:0)"", ""1-Oleoylglycerophosphoinositol""]]","[""1-(9Z-octadecenoyl)-sn-glycero-3-phospho-1D-myo-inositol"", ""Phosphatidylinositol (18:1(9Z)/0:0)""]","[""PI(18:1(9Z)/0:0)"", ""PI(18:1/0:0); LPI(18:1)""]"
"""1-palmitoleoyl-GPC (16:1)*""","""1-palmitoleoyl-GPC (16:1)*""","""Metabolon HD4 [nt-ms]""","""33230 LC/MS Pos Late""","""plasma""",true,"[""1-palmitoleoyl-GPC (16:1)*"", ""1-palmitoleoyl-GPC* (16:1)*""]","[""33230_lcmspos"", ""33230_lcmsposlate""]","[""CHEBI:73851""]","[""SLM:000020757""]","[""HMDB0010383""]","[""LMGP01050022""]","[""24779461""]","[""1-[(9Z)-hexadecenoyl]-sn-glycero-3-phosphocholine""]","[""1-(9Z-hexadecenoyl)-sn-glycero-3-phosphocholine""]","[""LysoPC(16:1(9Z)/0:0)""]","[""PC(16:1(9Z)/0:0)""]","[""(2R)-3-[(9Z)-hexadec-9-enoyloxy]-2-hydroxypropyl 2-(trimethylammonio)ethyl phosphate""]","[""LFUDDCMNKWEORN-ZXEGGCGDSA-N""]","[""1-[(9Z)-hexadecenoyl]-sn-glycero-3-phosphocholine"", [""1-palmitoleoyl-glycerophosphocholine"", ""(2R)-3-[(9Z)-hexadec-9-enoyloxy]-2-hydroxypropyl 2-(trimethylammonio)ethyl phosphate"", ""1-(9Z-hexadecenoyl)-sn-glycero-3-phosphocholine"", ""1-Palmitoleoyl-glycero-3-phosphocholine"", ""LPC 16:1(9Z)/0:0"", ""lysophosphatidylcholine(16:1(9Z)/0:0)"", ""PC 16:1(9Z)/0:0"", ""LPC(16:1(9Z)/0:0)"", ""LysoPC(16:1(9Z)/0:0)"", ""PC(16:1(9Z)/0:0)"", ""LysoPC 16:1(9Z)/0:0"", ""1-(9Z-hexadecenoyl)-sn-glycero-3-phosphocholine"", ""GPC(16:1)"", ""1-palmitoleoyl-GPC"", ""GPC(16:1(9Z))""]]","[""1-(9Z-hexadecenoyl)-sn-glycero-3-phosphocholine"", ""1-(9Z-hexadecenoyl)-sn-glycero-3-phosphocholine""]","[""PC(16:1(9Z)/0:0)"", ""1-palmitoleoyl-glycerophosphocholine; LPC(16:1); LPC(16:1)""]"
"""1-palmitoyl-GPC (16:0)""","""1-palmitoyl-GPC (16:0)""","""Metabolon HD4 [nt-ms]""","""33955 LC/MS Pos Late""","""plasma""",true,"[""1-palmitoyl-GPC (16:0)""]","[""33955_lcmsneg"", ""33955_lcmspos"", ""33955_lcmsposlate""]","[""CHEBI:72998""]","[""SLM:000000556""]","[""HMDB0010382""]","[""LMGP01050018""]","[""460602""]","[""1-hexadecanoyl-sn-glycero-3-phosphocholine""]","[""1-hexadecanoyl-sn-glycero-3-phosphocholine""]","[""LysoPC(16:0/0:0)""]","[""PC(16:0/0:0)""]","[""(2R)-3-(hexadecanoyloxy)-2-hydroxypropyl 2-(trimethylammonio)ethyl phosphate""]","[""ASWBNKHCZGQVJV-HSZRJFAPSA-N""]","[""1-hexadecanoyl-sn-glycero-3-phosphocholine"", [""LPC(16:0/0:0)"", ""1-palmitoylphosphatidylcholine"", ""1-hexadecanoyl-sn-glycero-3-phosphocholine"", ""1-palmitoyl-sn-glycero-3-phosphocholine"", ""LyPC(16:0)"", ""16:0 LYSO-PC"", ""1-palmitoyl-2-lysophosphatidylcholine"", ""1-hexadecanoyl-2-lysophosphatidylcholine"", ""LPC(16:0)"", ""LyPC(16:0/0:0)"", ""LysoPC(16:0/0:0)"", ""Lysophosphatidylcholine(16:0)"", ""LysoPC(16:0)"", ""1-16:0-lysophosphatidylcholine"", ""1-16:0-lysoPC"", ""(2R)-2-hydroxy-3-(hexadecanoyloxy)propyl 2-(trimethylazaniumyl)ethyl phosphate"", ""1-hexadecanoyl-sn-glycero-3-phosphocholine"", ""1-palmitoyl-phosphatidylcholine"", ""(2R)-3-(hexadecanoyloxy)-2-hydroxypropyl 2-(trimethylammonio)ethyl phosphate"", ""lysophosphatidylcholine(16:0/0:0)"", ""LPC 16:0/0:0"", ""LysoPC 16:0/0:0"", ""1-palmitoyl-2-hydroxy-sn-glycero-3-phosphocholine"", ""PC(16:0/0:0)"", ""1-palmitoyl-GPC (16:0)"", ""1-palmitoyl-GPC"", ""GPC(16:0/0:0)"", ""GPC(16:0)"", ""GPCho 16:0/0:0"", ""GPCho(16:0/0:0)""]]","[""1-hexadecanoyl-sn-glycero-3-phosphocholine""]","[""PC(16:0/0:0)"", ""LPC(16:0/0:0); LPC(16:0); 16:0 LYSO-PC; 1-palmitoyl-phosphatidylcholine""]"
